ics	6420
support	3427
wiki	3132
log	2588
uci	2267
tools	1938
edu	1903
access	1453
please	1238
password	1200
software	1185
login	1175
user	1139
username	1076
php	1064
https	1055
group	986
doku	931
account	842
old	829
information	827
page	809
revisions	805
backlinks	767
using	744
changes	737
site	735
email	683
recent	664
helpdesk	659
media	649
manager	649
need	643
sitemap	622
will	597
make	580
skin	547
research	542
authentication	532
enter	531
currently	521
sure	518
restricted	510
computing	503
details	500
credentials	500
remember	496
enabled	495
pages	494
logged	486
cookies	477
services	475
privileges	474
obtaining	467
insufficient	466
affiliates	465
can	447
storage	427
announcements	415
use	413
following	390
quarter	388
students	380
home	378
data	378
campus	358
files	351
file	351
hardware	349
security	341
directory	337
available	336
network	326
may	317
resources	302
openlab	296
faculty	295
commands	289
us	283
ssh	282
google	280
instructional	273
slurm	267
light	265
student	262
web	262
virtual	261
computer	260
system	259
request	250
maintenance	247
help	247
lab	243
content	239
policies	236
remote	235
new	231
undergraduate	230
applications	230
back	226
backups	225
engineering	224
linux	220
environments	214
share	211
duo	209
graduate	208
run	208
statistics	206
command	204
program	202
license	202
version	200
show	197
project	195
ai	191
server	191
irvine	190
see	186
systems	186
top	186
common	184
host	184
apache	183
hosts	183
running	182
winter	179
list	176
cluster	175
last	175
accounts	174
test	173
follow	172
space	172
name	171
science	168
tasks	164
module	163
one	162
set	162
users	161
time	159
otherwise	157
tracker	157
cc	156
add	155
txt	155
status	154
uc	153
modified	153
sidebar	153
contact	152
development	151
international	151
licensed	151
en	150
announcement	150
trace	149
except	149
via	148
dokuwikii	148
fall	147
work	147
slide	147
alike	146
noted	146
permissions	146
attribution	145
noncommercial	145
bren	142
sudo	142
community	140
include	139
labs	138
managed	138
pdf	137
de	136
pagesource	135
cs	134
export	134
spring	133
windows	133
school	132
check	131
singularity	130
programs	127
like	127
open	127
change	127
first	126
screen	126
oit	126
department	125
process	125
job	124
get	124
vpn	122
management	121
informatics	121
monitoring	121
view	120
testing	118
pimped	118
projects	116
staff	116
table	115
academic	114
address	113
contents	113
key	112
also	112
package	112
service	112
packages	111
environment	110
uncertainty	110
create	110
example	110
gpu	110
jupyterhub	110
spotlights	108
path	108
class	107
shell	107
hub	106
install	106
well	105
cloud	105
edit	105
policy	104
design	104
summer	104
code	104
modules	102
series	101
current	101
object	101
browser	101
directories	100
keys	100
center	99
navigation	99
used	99
ubuntu	99
next	99
vscode	99
error	98
find	97
news	96
inf	96
documentation	95
learning	94
additional	94
docker	94
device	94
topics	93
close	93
unix	93
black	93
programming	92
specific	92
must	92
send	92
red	92
two	91
provide	90
www	90
ip	90
seminar	89
course	89
swe	89
sbatch	89
centos	89
read	87
mail	87
servers	87
purple	87
hours	86
start	86
location	86
root	86
blue	86
dtr	86
click	84
yes	84
nvidia	84
yellow	84
green	84
part	83
donald	83
machine	83
modeling	83
self	83
configuration	83
load	83
equipment	83
gb	82
team	81
com	81
end	81
announce	81
including	80
nfs	80
experience	79
note	79
number	79
node	79
http	78
axel	78
previous	77
link	77
drive	77
usage	77
search	76
connect	76
installation	76
submit	75
order	75
bin	74
local	74
sacctmgr	74
power	74
allow	73
bayesian	72
python	72
