ics	1538
support	847
software	707
uci	458
user	452
research	397
will	370
wiki	336
file	325
home	305
can	294
directory	284
edu	282
students	276
group	272
us	268
use	256
account	255
data	254
tools	251
access	238
storage	236
information	231
faculty	228
ssh	227
files	225
following	214
resources	213
slurm	213
undergraduate	212
computing	203
statistics	200
student	199
engineering	198
may	193
graduate	188
computer	187
openlab	178
using	177
available	174
system	173
page	168
network	166
commands	166
command	162
campus	160
program	159
new	158
run	158
irvine	154
google	151
security	148
content	146
test	146
old	146
please	144
revisions	140
php	140
science	138
follow	137
permissions	137
systems	136
services	136
backlinks	136
linux	134
name	133
remote	132
help	131
running	129
development	127
server	127
add	126
request	124
back	124
project	123
see	123
one	123
include	121
screen	120
changes	118
show	118
host	118
programs	117
applications	116
set	116
informatics	116
log	116
uc	115
share	115
list	114
instructional	113
department	112
work	111
web	110
uncertainty	110
backups	109
spotlights	108
site	108
community	107
bren	107
testing	107
time	107
policies	107
job	106
contact	105
sudo	105
password	104
singularity	104
academic	102
recent	101
series	101
key	100
virtual	98
process	98
helpdesk	97
https	96
slide	96
hardware	96
view	95
inf	95
gpu	95
ai	94
space	94
design	93
get	93
example	93
email	93
edit	93
code	92
module	92
like	91
create	91
school	90
topics	90
cluster	90
common	90
learning	89
swe	89
media	89
manager	89
managed	89
staff	88
last	88
environments	88
find	88
sbatch	88
first	87
via	87
close	87
maintenance	86
news	85
make	85
accounts	85
users	84
programming	83
modeling	83
need	82
vscode	82
donald	81
nvidia	81
top	80
well	79
change	79
next	79
directories	78
management	77
txt	77
www	77
yes	77
also	76
experience	75
seminar	75
used	75
modified	75
node	75
tasks	75
cc	75
international	74
otherwise	74
sacctmgr	74
class	73
check	73
windows	73
version	73
license	73
table	73
gb	73
read	72
bayesian	72
trace	72
search	71
part	71
projects	71
hub	71
pdf	71
unix	71
sidebar	71
contents	71
except	71
docker	71
error	70
object	70
dokuwikii	70
export	70
corporate	69
accessibility	69
noted	69
licensed	69
submit	68
admissions	68
career	68
sitemap	68
attribution	68
noncommercial	68
alike	68
hosts	68
specific	67
advising	66
analysis	66
announcement	66
tracker	66
two	65
lab	65
bin	65
number	65
keys	65
course	64
open	64
shell	64
qos	64
professional	63
html	63
dokuwiki	63
world	62
local	62
root	62
environment	61
case	61
index	61
future	61
start	61
id	61
ls	61
provide	60
machine	60
ziv	60
previous	60
pagesource	60
type	59
modules	59
duo	59
sciences	58
including	58
must	58
nfs	58
alumni	57
username	57
path	56
text	56
people	55
events	55
hall	55
cs	55
note	55
networks	55
styles	55
monitoring	55
jobs	55
hostname	55
allow	54
requirements	54
cloud	54
circinus	54
install	54
honors	53
ca	53
levels	53
additional	53
drive	53
mount	53
stats	52
com	52
state	52
samba	52
sshfs	52
load	52
git	52
capstone	51
now	51
current	51
self	51
hadar	51
none	51
jupyterhub	51
industry	50
connected	50
configuration	50
large	49
policy	49
introduction	49
ubuntu	49
processes	49
bash	49
center	48
team	48
click	48
write	48
links	48
limited	48
login	48
ugrad	48
cpu	47
